College Name,Subject Code,Subject Name,Topics Covered
Mahatma Gandhi Institute of Technology (MGIT),CS602PC,Formal languages and Automata Theory,"Introduction to Finite Automata: Structural Representations, Automata and Complexity, the Central Concepts of Automata Theory Alphabets, Strings, Languages, Problems. Deterministic Finite Automata: Definition of DFA, how a DFA Process Strings, The language of DFA. Nondeterministic Finite Automata: Formal Definition, an application: Text Search, Conversion of NFA to DFA. Finite Automata with Epsilon-Transitions: Formal Definition, epsilon-closure, conversion of NFA with - transitions to DFA. Moore and Melay machines: Definition of Moore and Melay machines, conversion of Melay to Moore machine and vice-versa. , Regular Expressions: Finite Automata and Regular Expressions, Applications of Regular Expressions, Algebraic Laws for Regular Expressions, Conversion of Finite Automata to Regular Expressions. Pumping Lemma for Regular Languages: Statement of the pumping lemma, Applications of the Pumping Lemma. Closure Properties of Regular Languages: Closure properties of Regular languages, Decision Properties of Regular Languages, Equivalence and Minimization of Automata. , Context-Free Grammars: Definition of Context-Free Grammars, Derivations Using a Grammar, Leftmost and Rightmost Derivations, the Language of a Grammar, Sentential Forms, Parse Tree, Applications of Context- Free Grammars, Ambiguity in Grammars and Languages. Normal Forms for Context- Free Grammars: Eliminating useless symbols, Eliminating Unit productions, Eliminating - productions, Chomsky Normal form and Greibach Normal form. , Push Down Automata: Definition of the Pushdown Automaton, the Language of a PDA, Equivalence of PDA's and CFG's, Deterministic Pushdown Automata. Pumping Lemma for Context-Free Languages: Statement of pumping lemma, Applications. Closure Properties of Context-Free Languages: Closure properties of CFLs, Decision Properties of CFL's. , Turing Machines: Introduction to Turing Machine, Types of Turing machines, Formal Description, Instantaneous description, the language of a Turing machine, halting problem. Undecidability: Undecidability, A Language that is Not Recursively Enumerable, An Undecidable Problem That is RE, Undecidable Problems about Turing Machines, Recursive languages, Properties of recursive languages, Post's Correspondence Problem, Modified Post Correspondence problem, Other Undecidable Problems, Counter machines, Universal Turing machine. , Introduction to AI, Intelligent Agents, problem-Solving Agents, Searching for Solutions, Uninformed Search Strategies: Breadth-first search, Uniform cost search, Depth-first search, Iterative deepening Depth-first search, Bidirectional search, Informed (Heuristic) Search Strategies: Greedy best-first search, A* search, Heuristic Functions, Beyond Classical Search: Hill-climbing search, Simulated annealing search, Local Search in Continuous Spaces , Problem Solving by Search-II and Propositional Logic Adversarial Search: Games, Optimal Decisions in Games, AlphaBeta Pruning, Imperfect Real-Time Decisions. Constraint Satisfaction Problems: Defining Constraint Satisfaction Problems, Constraint Propagation, Backtracking Search for CSPs, Local Search for CSPs, The Structure of Problems. Propositional Logic: Knowledge-Based Agents, The Wumpus World, Logic, Propositional Logic, Propositional Theorem Proving: Inference and proofs, Proof by resolution, Horn clauses and definite clauses, Forward and backward chaining, Effective Propositional Model Checking, Agents Based on Propositional Logic. , Logic and Knowledge Representation First-Order Logic: Representation, Syntax and Semantics of First-Order Logic, Using First-Order Logic, Knowledge Engineering in First-Order Logic. Inference in First-Order Logic: Propositional vs. First-Order Inference, Unification and Lifting, Forward Chaining, Backward Chaining, Resolution. , Knowledge Representation: Ontological Engineering, Categories and Objects, Events. Mental Events and Mental Objects, Reasoning Systems for Categories, Reasoning with Default Information. Classical Planning: Definition of Classical Planning, Algorithms for Planning with State-Space Search, Planning Graphs, other Classical Planning Approaches, Analysis of Planning approaches. , Uncertain knowledge and Learning Uncertainty: Acting under Uncertainty, Basic Probability Notation, Inference Using Full Joint Distributions, Independence, Bayes Rule and Its Use Probabilistic Reasoning: Representing Knowledge in an Uncertain Domain, The Semantics of Bayesian Networks, Efficient Representation of Conditional Distributions, Approximate Inference in Bayesian Networks, Relational and First-Order Probability, Other Approaches to Uncertain Reasoning; Dempster-Shafer theory. TEXT BOOK: . Artificial Intelligence: A Modern Approach, Third Edition, Stuart Russell and Peter Norvig, Pearson Education. , Introduction to Full Stack Development: Understanding the Basic Web Development Framework- User, Browser, Webserver, Backend Services, Full Stack Components - Node.js, MongoDB, Express, React, Angular. Java Script Fundamentals, NodeJS- Understanding Node.js, Installing Node.js, Working with Node Packages, creating a Node.js Application, Understanding the Node.js Event Model, Adding Work to the Event Queue, Implementing Callbacks. , Node.js: Working with JSON, Using the Buffer Module to Buffer Data, Using the Stream Module to Stream Data, Accessing the File System from Node.js- Opening, Closing, Writing, Reading Files and other File System Tasks. Implementing HTTP Services in Node.js- Processing URLs, Processing Query Strings and Form Parameters, Understanding Request, Response, and Server Objects, Implementing HTTP Clients and Servers in Node.js, Implementing HTTPS Servers and Clients. Using Additional Node.js Modules-Using the os Module, Using the util Module, Using the dns Module, Using the crypto Module. , MongoDB: Need of NoSQL, Understanding MongoDB, MongoDB Data Types, Planning Your Data Model, Building the MongoDB Environment, Administering User Accounts, Configuring Access Control, Administering Databases, Managing Collections, Adding the MongoDB Driver to Node.js, Connecting to MongoDB from Node.js, Understanding the Objects Used in the MongoDB Node.js Driver, Accessing and Manipulating Databases, Accessing and Manipulating Collections , Express and Angular: Getting Started with Express, Configuring Routes, Using Requests Objects, Using Response Objects. Angular: importance of Angular, Understanding Angular, creating a Basic Angular Application, Angular Components, Expressions, Data Binding, Built-in Directives, Custom Directives, Implementing Angular Services in Web Applications. , React: Need of React, Simple React Structure, The Virtual DOM, React Components, Introducing React Components, Creating Components in React, Data and Data Flow in React, Rendering and Life Cycle Methods in React, Working with forms in React, integrating third party libraries, Routing in React. , Introduction to Internet of Things Definition and Characteristics of IoT, Physical Design of IoT, Logical Design of IoT, IoT Enabling Technologies, IoT Levels and Deployment Templates Domain Specific IoTs Home automation, Environment, Agriculture, Health and Lifestyle , IoT and M2M M2M, Difference between IoT and M2M, SDN and NFV for IoT, IoT System Management with NETCOZF, YANG- Need for IoT system Management, Simple Network management protocol, Network operator requirements, NETCONF, YANG, IoT Systems Management with NETCONF-YANG , IoT Systems Logical design using Python-Introduction to Python Python Data types & Data structures, Control flow, Functions, Modules, Packaging, File handling, Data/Time operations, Classes, Exception, Python packages of Interest for IoT , IoT Physical Devices and Endpoints - Raspberry Pi, Linux on Raspberry Pi, Raspberry Pi Interfaces, Programming Raspberry PI with Python, Other IoT devices. IoT Physical Servers and Cloud Offerings Introduction to Cloud Storage models and communication APIs, WAMP-AutoBahn for IoT, Xively Cloud for IoT, Python web application framework Django, Designing a RESTful web API , Case studies- Home Automation, Environment-weather monitoring-weather reporting- air pollution monitoring, Agriculture. TEXT BOOK: . Internet of Things - A Hands-on Approach, Arshdeep Bahga and Vijay Madisetti, Universities Press, , ISBN: . REFERENCE BOOK: . Getting Started with Raspberry Pi, Matt Richardson & Shawn Wallace, O'Reilly (SPD), , ISBN: . L T P C B.Tech. VI Semester CS633PE Mobile Application Development Professional Elective III (Common to CSE, IT, CSE (Data Science)) Course Objectives: To demonstrate their understanding of the fundamentals of Android operating systems. To improves their skills of using Android software development tools. To demonstrate their ability to develop software with reasonable complexity on mobile platform. To demonstrate their ability to deploy software to mobile devices. To demonstrate their ability to debug programs running on mobile devices Course Outcomes: Student understands the working of Android OS Practically. Student will be able to develop Android user interfaces Student will be able to develop, deploy and maintain the Android Applications , Introduction to Android Operating System: Android OS design and Features Android development framework, SDK features, Installing and running applications on Android Studio, Creating AVDs, Types of Android applications, Best practices in Android programming, Android tools Android application components Android Manifest file, Externalizing resources like values, themes, layouts, Menus etc, Resources for different devices and languages, Runtime Configuration Changes Android Application Lifecycle Activities, Activity lifecycle, activity states, monitoring state changes , Android User Interface: Measurements Device and pixel density independent measuring units Layouts Linear, Relative, Grid and Table Layouts User Interface (UI) Components Editable and non-editable TextViews, Buttons, Radio and Toggle Buttons, Checkboxes, Spinners, Dialog and pickers Event Handling Handling clicks or changes of various UI components Fragments Creating fragments, Lifecycle of fragments, Fragment states, Adding fragments to Activity, adding, removing and replacing fragments with fragment transactions, interfacing between fragments and Activities, Multi-screen Activities , Intents and Broadcasts: Intent Using intents to launch Activities, Explicitly starting new Activity, Implicit Intents, Passing data to Intents, Getting results from Activities, Native Actions, using Intent to dial a number or to send SMS Broadcast Receivers Using Intent filters to service implicit Intents, Resolving Intent filters, finding and using Intents received within an Activity Notifications Creating and Displaying notifications, Displaying Toasts , Persistent Storage: Files Using application specific folders and files, creating files, reading data from files, listing contents of a directory Shared Preferences Creating shared preferences, saving and retrieving data using Shared Preference , Database Introduction to SQLite database, creating and opening a database, creating tables, inserting retrieving and etindelg data, Registering Content Providers, Using content Providers (insert, delete, retrieve and update) , Introduction to Data Mining: What Data mining? Kinds of Data, Knowledge Discovery process, Data Mining Functionalities, Kinds of Patterns, Major Issues in Data Mining. Data Objects and Attribute Types, Basic Statistical Descriptions of Data, Data Visualization, Measuring Data Similarity and Dissimilarity, Data Pre-processing: Major Tasks in Data Pre-processing, Data Cleaning, Data Integration, Data Reduction, Data Transformation and Data Discretization. , Association Analysis: Basic Concepts, Market Basket Analysis, Apriori Algorithm, FP-growth, From Association Analysis to Correlation Analysis, Pattern Mining in Multilevel Associations and Multidimensional Associations. , Classification: Basic Concepts, Decision Tree Induction, Bayes Classification Methods, Rule-Based Classification, Metrics for Evaluating Classifier Performance, Ensemble Methods, Multilayer Feed- Forward Neural Network, Support Vector Machines, k- Nearest-Neighbor Classifiers. , Cluster Analysis: Requirements for Cluster Analysis, Overview of Basic Clustering Methods, Partitioning Methods-k-Means, k-Medoids, Hierarchical Methods- AGENES, DIANA, BIRCH, Density- Based Method-DBSCAN, Outlier Analysis: Types of Outliers, Challenges of Outlier Detection, and Overview of Outlier Detection Methods , Advanced Concepts: Web Mining- Web Content Mining, Web Structure Mining, Web Usage Mining, Spatial Mining- Spatial Data Overview, Spatial Data Mining Primitives, Spatial Rules, Spatial Classification Algorithm, Spatial Clustering Algorithms, Temporal Mining- Modeling Temporal Events, Time Series, Pattern Detection, Sequences, Temporal Association Rules."
Mahatma Gandhi Institute of Technology (MGIT),CS621OE,DATA STRUCTURES,"Introduction to Data Structures, abstract data types, types of data structures, introduction to Arrays, examples Linear Data Structures - Stacks- array representations, operations on stacks, stack applications-infix to postfix conversion, evaluation of postfix expression Queues- operations, array representations, operations on Queues, applications , Linear Data Structures Disadvantages of Static Allocation, Dynamic Memory Allocation, Singly linked list implementation- insertion, deletion and searching operations Doubly linked list implementation, insertion, deletion and searching operations , Non-Linear Data Structures Trees: Binary tree-properties and different types Search Trees: Binary Search Trees- Definition, Implementation, Operations- Searching, Insertion and Deletion AVL Trees- Definition, Height of an AVL Tree, Operations Insertion example, Red Black trees- Properties, examples. , Non-Linear Data Structures Graphs: Graph Implementation Methods, Graph Traversal Methods BFS and DFS Hash Table Representation: hash functions, collision resolution-separate chaining, open addressing-linear probing, quadratic probing, double hashing, and rehashing, extendible hashing. , Searching: Linear Search and Binary Search Sorting: Quick Sort, Heap Sort, External Sorting- Model for external sorting, Merge Sort. , Database System Applications : A Historical Perspective, File Systems versus a DBMS, the DataModel, Levels of Abstraction in a DBMS, Data Independence, Structure of a DBMS Introduction to Database Design: Database Design and ER Diagrams, Entities, Attributes, and Entity Sets, Relationships and Relationship Sets, Additional Features of the ER Model, Conceptual Design With the ER Model. , Introduction to the Relational Model: Integrity constraint over relations, enforcing integrity constraints, querying relational data, logical database design, introduction to views, destroying/altering tables and views. Relational Algebra, Tuple relational Calculus, Domain relational calculus , SQL: QUERIES, CONSTRAINTS, TRIGGERS: form of basic SQL query, UNION, INTERSECT, andEXCEPT, Nested Queries, aggregation operators, NULL values, complex integrity constraints in SQL, triggers and active databases. Schema Refinement: Problems caused by redundancy, decompositions, problems related to decomposition, reasoning about functional dependencies, First, Second, Third normal forms, BCNF, lossless join decomposition, multivalued dependencies, Fourth normal form, Fifth normal form , Transaction Concept, Transaction State, Implementation of Atomicity and Durability, Concurrent Executions, Serializability, Recoverability, Implementation of Isolation, testing for serializability, Lock Based Protocols, Timestamp Based Protocols, Validation- Based Protocols, Multiple Granularity, Recovery and Atomicity, LogBased Recovery, Recovery with Concurrent Transactions. , Data on External Storage, File Organization and Indexing, Cluster Indexes, Primary and Secondary Indexes, Index data Structures, Hash Based Indexing, Tree based Indexing, Comparison of File Organizations, Indexes- Intuitions for tree Indexes, Indexed Sequential Access Methods (ISAM), B+ Trees: A Dynamic Index Structure."
Mahatma Gandhi Institute of Technology (MGIT),MC601HS,UNIVERSAL HUMAN VALUES,"Course Introduction - Need, Basic Guidelines, Content and Process for Value Education: Self-Exploration; Natural Acceptance and Experiential Validation; Basic Human Aspirations; Right understanding, Relationship and Physical Facility; fulfilment of aspirations; Understanding Happiness and Prosperity, Harmony at various levels. , Understanding Harmony in the Human Being - Harmony in Myself: Understanding human being; Understanding the harmony of Self with the Body: Harmony in Self; Health; Program for Self and Health. , Understanding Harmony in the Family and Society- Harmony in Human- Human Relationship: Understanding values in human-human relationship; meaning of Justice (universal values in relationships); mutual happiness; Harmony in the society; Visualizing a universal harmonious order in society- Undivided Society, Universal Order- from family to world family. , Understanding Harmony in the Nature and Existence - Whole existence as Coexistence: Understanding the harmony in the Nature; Interconnectedness and mutual fulfilment among the four orders of nature- recyclability and self-regulation in nature; Understanding Existence as Co-existence of mutually interacting units in all- pervasive space; Holistic perception of harmony at all levels of existence. , Professional Ethics: Professional ethics: people friendly and eco-friendly production systems, appropriate technologies and management patterns. Case studies of typical holistic technologies, management models and production systems."
Mahatma Gandhi Institute of Technology (MGIT),MC601BS,Environmental Science,"Ecosystems: Definition, scope, and importance of ecosystem. Classification, structure, and function of an ecosystem, food chains, food webs, and ecological pyramids. Flow of energy, biogeochemical cycles, bioaccumulation, biomagnification, ecosystem value, services and carrying capacity. Field visits. , Natural Resources: Classification of resources: Living and non-living resources. Water resources: Use and over utilization of surface and ground water, floods and droughts. Dams: Benefits and problems. Mineral resources: Use and exploitation, environmental effects of extracting and using mineral resources. Land resources and Forest resources. Energy resources: Growing energy needs, renewable and non-renewable energy resources, use of alternate energy resources. Case studies. , Biodiversity and Biotic Resources: Introduction, definition, genetic, species and ecosystem diversity. Values of biodiversity: Consumptive use, productive use, social, ethical, aesthetic and optional values. India as a mega diversity nation, hot spots of biodiversity. Field visit. Threats to biodiversity: Habitat loss, poaching of wildlife, man-wildlife conflicts. Conservation of biodiversity: In - Situ and Ex -situ conservation. National biodiversity act. , Environmental Pollution and Control Technologies: Classification of pollution. Air pollution: Primary and secondary pollutants, automobile and industrial pollution. Ambient air quality standards. Soil pollution: Sources and types, impacts of modern agriculture, degradation of soil. Solid waste: Municipal solid waste management, composition and characteristics of e-waste and its management. Pollution control technologies: Wastewater treatment methods: Primary, secondary and tertiary. Overview of air pollution control technologies, concepts of bioremediation. Global Environmental issues and Global efforts: Climate change and impacts on human environment. Ozone depletion and Ozone depleting substances (ODS). Deforestation and desertification. International conventions /Protocols: Earth summit, Kyoto protocol and Montral protocol. NAPCC-GoI Initiatives. , Environmental Policy, Legislation & EIA: Environmental Protection Act, legal aspects Air Act- , Water Act, biomedical waste management and handling rules, hazardous waste management and handling rules. EIA: EIA structure, methods of baseline data acquisition. Concepts of environmental management plan (EMP). Towards Sustainable Future: Concept of sustainable development goals, population and its explosion. Crazy consumerism, Environmental education, Human health, Environmental ethics. Concept of green building, Principles of green chemistry, Ecological footprint, Life cycle assessment (LCA), Low carbon life style. , Introduction to Cyber Security: Basic Cyber Security Concepts, layers of security, Vulnerability, threat, Harmful acts, Internet Governance Challenges and Constraints, Computer Criminals, CIA Triad, Assets and Threat, motive of attackers, active attacks, passive attacks, Software attacks, hardware attacks, Spectrum of attacks, Taxonomy of various attacks, IP spoofing, Methods of defence, Security Models, risk management, Cyber Threats-Cyber Warfare, Cyber Crime, Cyber terrorism, Cyber Espionage, etc., Comprehensive Cyber Security Policy. , Cyberspace and the Law & Cyber Forensics: Introduction, Cyber Security Regulations, Roles of International Law. The INDIAN Cyberspace, National Cyber Security Policy. Introduction, Historical background of Cyber forensics, Digital Forensics Science, The Need for Computer Forensics, Cyber Forensics and Digital evidence, Forensics Analysis of Email, Digital Forensics Lifecycle, Forensics Investigation, Challenges in Computer Forensics, Special Techniques for Forensics Auditing. , Cybercrime: Mobile and Wireless Devices: Introduction, Proliferation of Mobile and Wireless Devices, Trends in Mobility, Credit card Frauds in Mobile and Wireless Computing Era, Security Challenges Posed by Mobile Devices, Registry Settings for Mobile Devices, Authentication service Security, Attacks on Mobile/Cell Phones, Mobile Devices: Security Implications for Organizations, Organizational Measures for Handling Mobile, Organizational Security Policies and Measures in Mobile Computing Era, Laptops. , Cyber Security: Organizational Implications: Introduction cost of cybercrimes and IPR issues, web Threats for organizations, security and privacy implications, social media marketing: security risks and perils for organizations, social computing, and the associated challenges for organizations. Cybercrime and Cyber terrorism: Introduction, intellectual property in cyberspace, the ethical dimension of cybercrimes the psychology, mindset and skills of hackers and other cyber criminals , Privacy Issues: Basic Data Privacy Concepts: Fundamental Concepts, Data Privacy Attacks, Data linking and profiling, privacy policies and their specifications, privacy policy languages, privacy in different domains- medical, financial, etc. Cybercrime: Examples and Mini-Cases Examples: Official Website of Maharashtra Government Hacked, Indian Banks Lose Millions of Rupees, Parliament Attack, Pune City Police Bust Nigerian Racket, e-mail spoofing instances. Mini-Cases: The Indian Case of online Gambling, An Indian Case of Intellectual Property Crime, Financial Frauds in Cyber Domain. , Introduction: AI problems, Agents and Environments, Structure of Agents, Problem Solving Agents Basic Search Strategies: Problem Spaces, Uninformed Search (Breadth-First, Depth-First Search, Depth-first with Iterative Deepening), Heuristic Search (Hill Climbing, Generic Best-First, A*), Constraint Satisfaction (Backtracking, Local Search) , Advanced Search: Constructing Search Trees, Stochastic Search, A* Search Implementation, Minimax Search, Alpha- Beta Pruning Basic Knowledge Representation and Reasoning: Propositional Logic, First-Order Logic, Forward Chaining and Backward Chaining, Introduction to Probabilistic Reasoning, Bayes Theorem , Advanced Knowledge Representation and Reasoning: Knowledge Representation Issues, Non- monotonic Reasoning, Other Knowledge Representation Schemes Reasoning Under Uncertainty: Basic probability, Acting Under Uncertainty, Bayes Rule, Representing Knowledge in an Uncertain Domain, Bayesian Networks , Learning: What Is Learning? Rote Learning, Learning by Taking Advice, Learning in Problem Solving, Learning from Examples, Winstons Learning Program, Decision Trees. , Expert Systems: Representing and Using Domain Knowledge, Shell, Explanation, Knowledge Acquisition. TEXT BOOK: . Artificial Intelligence, Elaine Rich, Kevin Knight, Shivasankar B. Nair, The McGraw Hill publications, Third Edition"
Mahatma Gandhi Institute of Technology (MGIT),CS701PC,Cryptography and Network Security,"Security Concepts: Introduction, The need for security, Security approaches, Principles of security, Types of Security attacks, Security services, Security Mechanisms, A model for Network Security. Cryptography Concepts and Techniques: Introduction, plain text and cipher text, substitution techniques, transposition techniques, symmetric and asymmetric key cryptography, steganography. , Symmetric key Ciphers: Block Cipher principles, DES, AES, Blowfish, RC5, IDEA, Block cipher operation, Stream ciphers, RC4. Asymmetric key Ciphers: Principles of public key cryptosystems, RSA algorithm, Elgamal Cryptography, Diffie-Hellman Key Exchange, Knapsack Algorithm. , Cryptographic Hash Functions: Message Authentication, Secure Hash Algorithm (SHA-), Message authentication codes: Authentication requirements, HMAC, CMAC, Digital signatures, Elgamal Digital Signature Scheme. Key Management and Distribution: Symmetric Key Distribution Using Symmetric & Asymmetric Encryption, Distribution of Public Keys, Kerberos, X. Authentication Service, Public Key Infrastructure. , Transport-level Security: Web security considerations, Secure Socket Layer and Transport Layer Security, HTTPS, Secure Shell (SSH). Wireless Network Security: Wireless Security, IEEE802. Wireless LAN, IEEE .11i Wireless LAN Security. , E-Mail Security: Pretty Good Privacy, S/MIME IP Security: IP Security overview, IP Security architecture, Authentication Header, Encapsulating security payload. Case Studies on Cryptography and security: Secure Multiparty Calculation, Virtual Elections, Single sign On, Secure Inter-branch Payment Transactions, Cross site Scripting Vulnerability."
Mahatma Gandhi Institute of Technology (MGIT),CS702PC,Compiler Design,"Introduction: Language Processors, The Structure of a compiler, Phases of Compilation, Language Processing System, the Science of building a compiler, programming language basics. Lexical Analysis: The Role of the Lexical Analyzer, Input Buffering, Specification of Tokens, Recognition of Tokens, The Lexical-Analyzer Generator Lex, Design of a Lexical-Analyzer Generator. , Syntax Analysis: Introduction, writing a Grammar- Lexical Versus Syntactic Analysis, Eliminating Ambiguity, Elimination of Left Recursion, Left Factoring. Top-Down Parsing - Problems of Top-down Parsing, Recursive descent Parsing, Back Tracking-Brute Force Method, Non-Recursive Predictive Parsing, LL () Grammar. Bottom-Up Parsing: Introduction to LR Parsing: Shift reduce Parsing, Operator Precedence Grammar, Simple LR, More Powerful LR Parsers, Look Ahead LR, Using Ambiguous Grammars, Parser Generators-YACC. , Syntax-Directed Translation: Syntax-Directed Definitions, Evaluation Orders for SDD's, Applications of Syntax-Directed Translation, Syntax-Directed Translation Schemes, and Implementing L-Attributed SDD's. Intermediate-Code Generation: Variants of Syntax Trees, Three-Address Code, Three-Address Code Representations Triples, Quadruples, Indirect Triples. Conversion of Popular Programming Languages Constructs into Three-Address Code, Types and Declarations, Type Checking. , Run-Time Environments: Storage organization, Stack Allocation of Space, Access to Nonlocal Data on the Stack, Heap Management, Introduction to Garbage Collection, Mark-and-sweep Garbage Collection Algorithm, Introduction to Trace- Based Collection. Code Generation: Object Code Forms, Machine Dependent Code Optimization, DAG Representation of Basic Blocks, Optimization of Intermediate Code by DAG, Issues in the Design of a Simple Code Generator, The Target Language, addresses in the Target Code, Code Generation Algorithm, Code Generation by DAG, Peephole Optimization, Register Allocation and Assignment. , Machine-Independent Optimizations: The Principal Sources of Optimization - Constant Folding, Copy Propagation, Dead Code Elimination, Algebraic Transformation, Strength reduction, Common Sub Expression Elimination. Loop Optimization Techniques Loop Invariant Code Motion, Strength Reduction on induction variable, Loop Unrolling. Basic Blocks and Flow Graphs: Local Optimization, Global Optimization, Data Flow Properties: Available Expressions, Reaching Definition, Live Variable Analysis."
Mahatma Gandhi Institute of Technology (MGIT),CS741PE,GRAPH THEORY,"Introduction-Discovery of graphs, Definitions, Subgraphs, Isomorphic graphs, Matrix representations of graphs, Degree of a vertex, Directed walks, paths and cycles, Connectivity in digraphs, Eulerian and Hamilton digraphs, Eulerian digraphs, Hamilton digraphs, Special graphs, Complements, Larger graphs from smaller graphs, Union, Sum, Cartesian Product, Composition, Graphic sequences, Graph theoretic model of the LAN problem, Havel-Hakimi criterion, Realization of a graphic sequence. , Connected graphs and shortest paths - Walks, trails, paths, cycles, Connected graphs, Distance, Cut-vertices and cut- edges, Blocks, Connectivity, Weighted graphs and shortest paths, Weighted graphs, Dijkstras shortest path algorithm, Floyd-Warshall shortest path algorithm. , Trees- Definitions and characterizations, Number of trees, Cayleys formula, Kircho-matrix- tree theorem, Minimum spanning trees, Kruskals algorithm, Prims algorithm, Special classes of graphs, Bipartite Graphs, Line Graphs, Chordal Graphs, Eulerian Graphs, Fleurys algorithm, Chinese Postman problem, Hamilton Graphs, Introduction, Necessary conditions and sufficient conditions. , Independent sets coverings and matchings Introduction, Independent sets and coverings: basic equations, Matchings in bipartite graphs, Halls Theorem, Konigs Theorem, Perfect matchings in graphs, Greedy and approximation algorithms. , Vertex Colorings- Basic definitions, Cliques and chromatic number, Mycielskis theorem, Greedy coloring algorithm, Coloring of chordal graphs, Brooks theorem, Edge Colorings, Introduction and Basics, Gupta-Vizing theorem, Class- and Class- graphs, Edge-coloring of bipartite graphs, Class- graphs, Hajos union and Class- graphs, A scheduling problem and equitable edge-coloring."
Mahatma Gandhi Institute of Technology (MGIT),CS742PE,Advanced Operating Systems,"Architectures of Distributed Systems System Architecture Types, Distributed Operating Systems, Issues in Distributed Operating Systems, Communication Primitives. Theoretical Foundations:Inherent Limitations of a Distributed System, Lamports Logical Clocks, Vector Clocks, Causal Ordering of Messages, Termination Detection. , Distributed Mutual Exclusion The Classification of Mutual Exclusion Algorithms, Non-Token Based Algorithms: Lamports Algorithm, The Ricart- Agrawala Algorithm, Maekawas Algorithm, Token-Based Algorithms: Suzuki-Kasamis Broadcast Algorithm, Singhals Heurisric Algorithm, Raymonds Heuristic Algorithm. , Distributed Deadlock Detection Preliminaries, Deadlock Handling Strategies in Distributed Systems, Issues in Deadlock Detection and Resolution, Control Organizations for Distributed Deadlock Detection, Centralized- Deadlock Detection Algorithms, Distributed Deadlock Detection Algorithms, Hierarchical Deadlock Detection Algorithms , Multiprocessor System Architectures Introduction, Motivation for multiprocessor Systems, Basic Multiprocessor System Architectures Multi Processor Operating Systems: Introduction, Structures of Multiprocessor Operating Systems, Operating Design Issues, Threads, Process Synchronization, Processor Scheduling. Distributed File Systems: Architecture, Mechanisms for Building Distributed File Systems, Design Issues , Distributed Scheduling Issues in Load Distributing, Components of a Load Distributed Algorithm, Stability, Load Distributing Algorithms, Requirements for Load Distributing, Task Migration, Issues in task Migration Distributed Shared Memory: Architecture and Motivation, Algorithms for Implementing DSM, Memory Coherence, Coherence Protocols, Design Issues TEXT BOOK: . Advanced Concepts in Operating Systems, Mukesh Singhal, Niranjan G. Shivaratri, Tata McGraw-Hill Edition REFERENCES: . Distributed Systems: Andrew S. Tanenbaum, Maarten Van Steen, Pearson Prentice Hall, Edition , L T P C B.Tech. VII Semester"
Mahatma Gandhi Institute of Technology (MGIT),CS743PE,Soft Computing,"Introduction to Soft Computing: Evolutionary Computing, ""Soft"" computing versus ""Hard"" computing, Soft Computing Methods, Recent Trends in Soft Computing, Characteristics of Soft computing, Applications of Soft Computing Techniques. , Fuzzy Systems: Fuzzy Sets, Fuzzy Relations, Fuzzy Logic, Fuzzy Rule-Based Systems , Fuzzy Decision Making, Particle Swarm Optimization , Genetic Algorithms: Basic Concepts, Basic Operators for Genetic Algorithms, Crossover and Mutation Properties, Genetic Algorithm Cycle, Fitness Function, Applications of Genetic Algorithm. , Rough Sets, Rough Sets, Rule Induction, and Discernibility Matrix, Integration of Soft Computing Techniques"
Mahatma Gandhi Institute of Technology (MGIT),CS744PE,Cloud Computing,"Cloud Computing Fundamentals: Motivation for Cloud Computing, Basic Principles of Cloud computing. Five Essential Characteristics, Four Cloud Deployment Models, Three service Offering Models, Requirements for Cloud Services - Cloud Ecosystem, Cloud Application - Virtualization- approaches and types , Cloud Computing Architecture and Management: Cloud architecture Layers, Anatomy of the Cloud, Network Connectivity in Cloud Computing, Networking Technologies, Applications on the Cloud, Managing the Cloud application, Migrating Application to Cloud- Phases of Cloud Migration - Approaches for Cloud Migration , Cloud Deployment Models: Private Cloud, Public cloud, Community Cloud and Hybrid Cloud Characteristics, Suitability, Issues, Advantages and Disadvantages. Cloud Service Models: Infrastructure as a Service, Platform as a Service, Software as a Service - Characteristics, Suitability, Pros and Cons and Summary. , Virtualization technology Virtual Machine Technology - Types of virtualizations - System virtual machines- Virtual machines and elastic computing, Virtual machine migration - Virtualization Applications In Enterprises- Security through virtualization, Desktop virtualization, Server consolidation, Automating infrastructure management, Pitfalls Of Virtualization. , Cloud Service Providers and Applications: Amazon Web Services, Amazon Elastic Compute Cloud, Google Cloud Platform, Google App Engine, Microsoft Azure, Windows Azure, IBM Cloud Models Cloud Security issues Case studies in Cloud Computing and its applications."
