College Name,Subject Code,Subject Name,Topics Covered
Chaitanya Bharathi Institute of Technology,22BTO04,BIOINFORMATICS,"Introduction And Basic Biology: Bioinformatics- Introduction, Scope and Applications of Bioinformatics; Basics of DNA, RNA, Gene and its structure, Protein and metabolic pathway; Central dogma of molecular biology; Genome sequencing, Human Genome Project. , Biological Databases: Introduction to Genomic Data and Data Organization, types of databases, biological databases and their classification, Biological Databases - NCBI, SWISS PROT/Uniport, Protein Data Bank, Sequence formats; Information retrieval from biological databases; Data mining of biological databases , Sequence Analysis and Data Mining: Scoring matrices, Amino acid substitution matrices- PAM and BLOSUM; Gap, Gap penalty; Database similarity searching - BLAST, FASTA algorithms to analyze sequence data, FASTA and BLAST algorithms comparison; Data Mining- Selection and Sampling, Pre-processing and Cleaning, Transformation and Reduction, Data Mining Methods, Evaluation, Visualization, Designing new queries, Pattern Recognition and Discovery, Text Mining Tools , Sequence Alignment And Phylogentics: Sequence Alignment Local and Global alignment; Pairwise sequence alignment Dynamic Programming method for sequence alignment - Needleman and Wunsch algorithm and Smith Waterman algorithm. Multiple sequence alignment - Methods of multiple sequence alignment, evaluating multiple alignments, applications of multiple sequence alignment. Concept of tree, terminology, Methods of phylogenetic analysis, tree evaluation bootstrapping, jack knifing , . Macromolecular Structure Prediction: Gene prediction, - neural networks method, pattern discrimination methods, conserved domain analysis; Protein structure basics, protein structure visualization, Secondary Structure predictions; prediction algorithms; Chou- Fasman and GOR method, Neural Network models, nearest neighbor methods, Hidden-Markov model, Tertiary Structure predictions; prediction algorithms; homology modeling, threading and fold recognition, ab initio prediction."
Chaitanya Bharathi Institute of Technology,22EGO01,TECHNICAL WRITING SKILLS,"Communication Nature and process. Channels of Communication Downward, upward and horizontal communication. Barriers to communication. Technical Communication Definition, oral and written communication. Importance and need for Technical communication. Nature of Technical Communication. Aspects and forms of Technical communication. Technical communication Skills Listening, Speaking, Reading & Writing. , Technical Writing Techniques of writing. Selection of words and phrases in technical writing. Differences between technical writing and general writing. Abstract and specific words. Sentence structure and requisites of sentence construction. Paragraph length and structure. , Business correspondence Sales letters, letters of Quotation, Claim and Adjustment letters. Technical Articles: Nature and significance, types. Journal articles and Conference papers, elements of technical articles. , Technical Reports: Types, significance, structure, style and writing of reports. Routine reports, Project reports. Technical Proposals: Definition, types, characteristics, structure and significance. , Mechanics of Meetings: Preparation of agenda, participation, chairing and writing minutes of a meeting. Memorandum. Seminars, workshops and conferences. Technical Presentations: Defining purpose, audience and locale, organizing content, preparing an outline, use of Audio Visual Aids, nuances of delivery, importance of body language and voice dynamics. Textbooks: 1. Meenakshi Raman & Sangeeta Sharma, Technical Communications-Principles and Practice, Oxford University Press, Second Edition, 2012. 2. M Ashraf Rizvi, Effective Technical Communication, Tata McGraw Hill Education Pvt Ltd, 2012."
Chaitanya Bharathi Institute of Technology,22MEO06,PRINCIPLES OF ENTREPRENEURSHIP AND STARTUPS,es and challenges. 3 Familiarize with elements of business plan and its procedure. 4 Learn the project management and its techniques. 5 Know the behavioral issues and time management.
Chaitanya Bharathi Institute of Technology,22ECO02,REMOTE SENSING AND GIS,"Concept of Remote Sensing: Remote sensing definition, data, process, EM bands used in remote sensing, Interactions and recording of energy: interaction with atmosphere, interaction with earth surface features (soil, water, vegetation), recording of energy by sensors, Transmission, reception and processing, Image interpretation and analysis, Applications, Advantages, and limitations of Remote sensing. , Digital Imaging: Types of Remote sensing, Sensor resolutions, Digital Image, Sensor components, Principle of a long-track and across-track scanning, Hyperspectral Imaging, Thermal Remote Sensing. , Microwave Remote Sensing: Active and Passive Microwave Remote Sensing, Radar Imaging: Key components of imaging radar, viewing geometry, spatial resolution, principle of RAR, SAR and their range resolution, Satellite Radar Imaging, LIDAR. , Concept of Geographic Information Systems: Key components of GIS, joining spatial and attribute data, functions, advantages and applications of GIS, Spatial data model, Raster data model, Vector data model. , Process of GIS and Geospatial analysis: Data sources, encoding raster data, encoding vector data, encoding attribute data, linking spatial and attribute data, Geospatial data analysis methods database query, geospatial measurement, overlay operations, network analysis and surface analysis. Integration of GIS and remote sensing."
Chaitanya Bharathi Institute of Technology,22CEO02,DISASTER RISK REDUCTION AND MANAGEMENT,"Fundamental concepts in disaster management: Hazard and disaster-concepts, vulnerability and risk, Hazard and disaster type Natural, Water- related, pandemic and Human induced hazards disasters. Causes and Impacts of disasters Impacts on natural eco systems: physical, psychological and social impact. Disaster and financial resilience. Disaster vulnerability profile of India Specific to geographical regions and states (as per regional significance) , Disaster Management Cycle: Rescue, Relief, Rehabilitation, Prevention, Mitigation and Preparedness. Disaster risk reduction (DRR). Community based DRR, institutions concerned with safety, disaster mitigation and construction techniques as per Indian standards and Early warning systems , Disaster Impacts Management: Trauma and stress management, First aid and emergency procedures Awareness generation strategies for the community on safe practices in disaster (as per regional significance) , Institutional framework of disaster management in India: NDMA-SDMA, NDRF, civic volunteers, and NIDM. Phases of disaster/risk management and post-disaster responses. Compensation and insurance Applications of remote sensing & GIS in disaster management. Components of disaster management. Preparedness of rescue and relief, mitigation, rehabilitation & reconstruction. Institutional frame work of disaster management in India , Capacity building for disaster/damage mitigation: Structural and Nonstructural measures forcapacity building for disaster/damage mitigation. Disaster risk reduction strategies and national disaster management guidelines. Disaster management Act -2005. Regional issues as per regional requirement/university can take minimum two topics as per high powered committee"
Chaitanya Bharathi Institute of Technology,22BTO05,COGNITIVE NEUROSCIENCE,"Introduction to neuroscience: Outline of neuroanatomical; Neurogenesis, migration Axon path-finding; cell death; Role of neural activity in development; Membranes and membrane potentials. , Action potential: Conductance mechanisms; Chemical and electrical transmission; Postsynaptic potentials; neural integration; Energy consumption in the brain; Attention; Methods jigsaw; Executive Control; Evolution/development; Sheep's brain dissection. , Neurotransmitter systems: Visual information processing; Visual cortex; Visual plasticity; critical periods; Somatosensory system; Pain; Chemoreception; Auditory system; Spinal mechanisms; Brain mechanisms. , Human and Animal Memory: Pattern completion and separation; LTP and synapses; Spatial cognition; Social cognition; Cellular mechanisms of neural plasticity. , Feedback System and Brain Disorders: Endocrine systems; feeding behaviour, Stress, Addiction, Depression, Schizophrenia, Alzheimer's, Huntington's disease, Parkinsons disease."
Chaitanya Bharathi Institute of Technology,22EGO03,INDIAN TRADITIONAL KNOWLEDGE,"Culture and Civilization: Culture, Civilization and heritage, general characteristics of culture, importance of culture in human life, Cultural diversity, Aesthetics, Women seers, Indus culture, Indian Cuisine, Martial arts. , Education System: Education in ancient, medieval and modern India, aims of education, subjects, Languages, Science and Scientists of ancient. Medieval and modern India. Concepts of Sciences in Indian Knowledge Systems. , Linguistic Wealth: Indian languages and Literature: The role of Sanskrit, Morphology and brevity of Sanskrit, Concepts of NLP in IKS. Paleography, Fundamentals of Vedic Mathematics, Significance of scriptures to current society, Indian semantics and lexicography, Darshanas. , Art, Technology & Engineering: Sculpture, Painting and Handicrafts, Indian Music, Dance Drama and Theatre, introduction to Mayamatam, Iron and Steel technology, Use of metals in medicinal preparations. , Science and Logic: Heliocentric system, Sulbasutras, Katapayadi, Engineering in Vedas, Adaptability of Sanskrit in Computer languages, Related commands Hindu calendar, 6 Pramanas in Indian logic, Scientific method applied to therapeutics, Fallacies, Tarka- Induction and deduction, Ayurvedic biology, Definition of health."
Chaitanya Bharathi Institute of Technology,22CSC06,DISCRETE STRUCTURES,"Introduction to Propositional Calculus: Basic Connectives and Truth tables, Logical Equivalence: Laws of Logic, Logical Implication; Rules of Inference. Predicates: Use of Quantifiers, Definitions and the Proofs of Theorems , Sets: Sets and Subsets, Operations on sets and the Laws of Set Theory, Counting and Venn Diagrams. Relations and Functions: Cartesian Products and Relations. Partial ordering relations, POSET, Hasse diagrams, Lattices as Partially Ordered Sets, Equivalence relations. Pigeon hole principle. Functions: Types of Functions, Composition of functions and Inverse of functions. , Fundamental Principles of counting: The Rules of Sum and Product, Permutations, Combinations, Binomial Theorem; Generating Functions: Generating Functions, Calculating Coefficient of generating functions. Recurrence Relations: The First Order Linear Recurrence Relation, Second Order Linear. Homogeneous Recurrence relations with constant coefficients, Non Homogeneous Recurrence relations. , Introduction to Graphs: Graphs and their basic properties- degree, path, cycle, Sub graphs, Complements and Graph Isomorphism, Euler trails and circuits, Hamiltonian paths and cycles, Planar graphs, Euler formula, Graph Coloring and Chromatic polynomial, Matching, Applications. Trees: Definitions, Properties, Rooted Trees, Spanning Trees, Minimum Spanning trees: The of Kruskal and Prim Algorithms. , Algebraic Structures: Algebraic Systems, Examples and General Properties, Semi groups and Monoids. Groups: Definitions and Examples, Subgroups, Homomorphisms and cyclic groups."
Chaitanya Bharathi Institute of Technology,22CSC07,DIGITAL LOGIC DESIGN,"Digital and Binary Numbers: Digital systems, Binary numbers, Number base conversions, Octal and Hexadecimal numbers, Complements of Numbers, Binary codes. Boolean Algebra and logic Gates: Binary logic, Basic Definitions, Axiomatic Definition of Boolean Algebra, Basic Theorems and Properties of Boolean Algebra, Boolean Functions, Canonical and Standard Forms, Other Logic Operations, Digital Logic Gates, Integrated Circuits. , Minimization of Switching Functions: Introduction, the map method, minimal functions and their properties, the tabulation procedure, the prime implicant chart. NAND and NOR Gates: NAND Circuits, Two-level Implementation, Multilevel NAND Circuits, NOR Circuits. Exclusive OR Gates: Odd Function, Parity Generation and Checking. , Combinational Logic Design: Combinational Circuits; Analysis Procedure: Derivation of Boolean Functions, Derivation of the Truth Table, Logic Simulation. Design Procedure: Decoders, Encoders, Multiplexers - Designing Combinational Circuits using Multiplexers, Binary Adders, Adder-Subtractor, Binary Multiplier, HDL Representations Verilog. , Sequential Circuits: Sequential circuit definitions, Latches, Flip Flops, Sequential circuit analysis, Sequential circuit design, Design with D Flip Flops, Designing with JK Flip-Flops, HDL representation for sequential circuits - Verilog. , Sequence Detection and State Reduction Methods: Moore and Mealy state graphs for sequence detection, Methods for reduction of state tables, Methods for state assignment. Registers: Registers, Shift registers. Counters: Ripple counters, synchronous counters, and other counters."
Chaitanya Bharathi Institute of Technology,22ECC36,BASIC ELECTRONICS AND SENSORS,"Diodes and its Applications: Overview of Semiconductors, Characteristics of P-N Junction diode, current equation. Characteristics of Zener Diode , Voltage regulator, Half Wave, Full Wave: Center tap, Bridge Rectifiers. Display Systems: Constructional details of C.R.O and Applications. , Bipolar Junction Transistors: Classification, Bipolar Junction Transistors Configurations. CE, CB Characteristics, h-parameters, Analysis of BJT amplifier using h-parameters in CE, CB configuration. Field Effect Transistor: Junction Field Effect Transistor: Principle of Operation, Characteristics of JFET and Operation of MOSFET. , Op-Amps Circuits: Basic Principle, Ideal, and practical Characteristics, Voltage Follower, Op-Amp parameters, Applications-Summer, Integrator, Differentiator, Instrumentation amplifiers, Logic Gates-ICs. Data Converters: Specifications, DAC- Weighted Resistor, R-2R Ladder, ADC-Parallel Comparator., Successive Approximation and Dual Slope( Qualitative treatment Only). , Sensors: Definition, classification, Proximity Sensors, Tachogenerator as a Velocity, Optical encoder as motion and Strain Gauge as force Sensor; Temperature and light sensors, Collision Avoidance sensors. ROBOT Sensors: Sensors in robot Touch sensors; Camera Systems in Machine: Camera Technology, History in Brief, Machine Vision versus closed Circuit Television (CCTV). Actuators: Introduction, Types of actuators in IOT, Real life examples of actuators in IOT. , Hardware/software platforms: Introduction to LabVIEW, Data Acquisition System: hardware Overview of my RIO, Converting Raw Data Values to a Voltage. Sensors interfacing with my RIO: Introduction, Pin configuration, diagrams of thermistor, photo cell, Hall Effect, IR Range Finder, Bluetooth, Temperature Sensors."
Chaitanya Bharathi Institute of Technology,22CSI01,INTERNSHIP,"es to learn, make them to understand and sharpen them to the real time technical/ managerial skills required at the job 3. Expose with the current technological developments relevant to program domain 4. Understand Engineers responsibilities and ethics 5. Opportunity to interact with the people of industry/society to understand the real conditions."
Chaitanya Bharathi Institute of Technology,22CSC10,COMPUTER ORGANIZATION AND ARCHITECTURE,"Introduction to Computer Architecture: Introduction to Computer Architecture, Flynns Classification of Computers, Performance Metrics (like Latency, throughput), Fundamental Blocks of Computer (like CPU, I/O subsystems, memory, control unit). , Instruction Set Architecture (ISA): Introduction to Instruction Set Types of ISA; RISC, CISC., Registers, Common bus structure, Instruction Execution Cycle, Addressing Modes, Register Transfer Language (RTL), 8086 Architecture, ARM Architecture. , Data Representation: Data Type Representation, Floating-point Addition, Multiplication, Division. , Pipelining: Pipelining (Basics, Types, stalling, and forwarding), Throughput and Speedup of Pipelining, Pipelining Hazards. , Data Level parallelism: Data Level Parallelism (DLP) (Introduction, Loop Level Parallelism), Vector Architecture, SIMD Instruction Set: Used for Multimedia, Graphics Processing Unit (GPU) (Introduction, GPU Memory Hierarchy), CUDA Programming (Introduction, Code samples of PDA and FPGA)."
Chaitanya Bharathi Institute of Technology,22CSC12,FORMAL LANGUAGE AND AUTOMATA THEORY,"Introduction: Alphabet, languages and grammars, productions and derivation, Chomsky hierarchy of languages. Finite automata: Deterministic Finite Automata (DFA), Nondeterministic Finite Automata (NFA) and equivalence with DFA, Equivalence and Minimization of Automata, Introduction to Mealy and Moore machine. , Regular Expressions, Languages and Finite Automata: Converting DFAs to Regular Expressions by eliminating states, Converting Regular Expressions to Automata, Applications of Regular Expressions, Algebraic Laws for Regular Expressions. Properties of Regular Languages: The pumping lemma for Regular Languages, Applications of Pumping Lemma, Closure Properties and Decision Properties of Regular Languages. , Context-free Languages and Pushdown Automata: Context-free grammars (CFG) and languages (CFL), Chomsky and Greibach normal forms, nondeterministic pushdown automata (PDA) and equivalence with CFG, parse trees, ambiguity in CFG, pumping lemma for context-free languages, deterministic pushdown automata, closure properties of CFLs. , Context-sensitive Languages: Context-sensitive grammars (CSG), linear bounded automata and equivalence with CSG. Turing Machines: The basic model for Turing machines (TM), Turing recognizable (recursively enumerable) and Turing-decidable (recursive) languages and their closure properties, variants of Turing machines, nondeterministic TMs and equivalence with deterministic TMs. , Unrestricted grammars and equivalence with Turing machines, TMs as enumerators. Undecidability: Universal Turing machine, Diagonalization Languages, reduction between languages and Rice s theorem, PCP and Modified PCP, Various translators."
Chaitanya Bharathi Institute of Technology,22MTC12,PROBABILITY AND STATISTICS,"Basic Statistics: Measures of Central Tendency, Measures of Dispersion, Moments (Moments about the mean and moments about a point), Skewness, Karl Pearsons coefficient of skewness and Bowleys coefficient of skewness for frequency distribution, Kurtosis. Correlation, coefficient of correlation, limits of correlation coefficient. Linear Regression, Regression coefficients, Properties of Regression Coefficients. Curve fitting by the Method of Least Squares, Fitting of Straight line and Exponential curve. , Univariate and Bivariate Distribution: Conditional Probability, Bayes theorem, Random variable, discrete random variable, Probability Mass Function, continuous random variable, probability density function. Mathematical expectation, properties of Expectation, properties of variance and co-variance. Two-dimensional or Joint Probability Mass Function, Two-dimensional Distribution Function, , Joint Density Function, Marginal Density Function, The Conditional Distribution Function, and Conditional Probability Density Function, Stochastic Independence. , Probability Distributions: Discrete probability distribution: Poisson distribution, Mean, Variance, MGF, CGF, fitting of Poisson distribution. Continuous probability distributions: Normal distribution, Standard Normal random variable, Expectation, Variance, MGF (with out proof), CGF, Properties of Normal Curve and Areas under Normal curve. Exponential distribution, Expectation, Variance, MGF, CGF. , Testing of Hypotheses: Test of significance, null and alternative hypotheses, Errors in sampling, level of significance. Large sample test: Test of significance for single proportion, difference of proportions, single mean and difference of means. Small Sample Tests: T-Test for single mean, differences of Means. F- test for equality of two population variances. Chi-Square test. , Analysis of Variance and Time Series: One way classification-Assumptions for ANOVA Test-ANOVA for fixed effect model-Two way classification-ANOVA for fixed effect model-Components of Time series- Measurement of Trend- Method of semi Averages- Moving Averages Method."
Chaitanya Bharathi Institute of Technology,22ITC17,WEB TECHNOLOGIES,"Introduction: Web Fundamentals, HTML 5.0: basic tags, Images, Tables, Lists, Forms, Layout, Graphics, span and div tags. Grid, Introduction to Cascading Style Sheets: Types of CSS, text and font, color, CSS Selectors, CSS BOX Model, CSS Positioning, and CSS floating. Bootstrap: Introduction of Bootstrap, Container and Container-fluid, Jumbotron, Grid, Table, Form, Alert, Navbar, Modals. , Java Script: Introduction, data types, control structures, functions, arrays, objects, regular expressions, working with events, form validation, DOM Elements, Accessing and modifying Elements using DOM, Dynamic document with Java script. . , MongoDB: Introduction, Importance of NoSQL databases, Data types, Documents, nested Documents, CRUD Operations, Basic cursor methods: map, to Array, pretty, for Each, limit, count, sort, Columnar Databases, Indexing and Aggregation, MongoDB Node JS Drivers and CAP theorem. , ReactJS: ES5 vs Es6, Scoping - var vs let vs const, Arrow functions, Use of this keyword (lexical scoping), Spread & rest parameter, Array & object destructure, module import and export, State, Props, Components, Lifecycle, Stateful and stateless components, Events, Router, Forms, Tables, Portals, CSS, Hook and new Features added in recent versions. , NodeJS: Creating Web Server, Functions, Buffer, Node Modules, Creating Web Server, Handling HTTP requests; ExpressJS: API methods - GET, POST, PUT, DELETE, Request & response objects, URL and Query parameters, Routing, Templates, middleware and the model-view-controller pattern."
Chaitanya Bharathi Institute of Technology,22ECC39,SYSTEMS AND SIGNAL PROCESSING,"Continuous Time Signals: Introduction to signals, signal representations and classification. Fourier Series: Exponential Fourier series, Amplitude and Phase spectra. Power Spectral Density. , Fourier Transforms: Direct Fourier transforms, Inverse Fourier transforms, Existence, Frequency spectrum and properties of Fourier Transforms, FT of basic signals, Energy Spectral Density. , Laplace Transforms: Laplace transforms. Region of convergence and its properties. Properties of Laplace transform, Inverse Laplace transform, Laplace transform of periodic signals. , ZTransform: Direct Z-Transform, Region of convergence and its properties. ZTransform properties. Inverse Z Transform, Discrete Fourier Transform, Properties of Discrete Fourier Transform, FFT, DCT and DWT. , Continuous & Discrete Systems: Introduction to systems, System classifications-Linear, Causal, Stable, Time- invariant, Impulse response, System transfer function, Distortion less system, Non-linear systems- Filters."
Chaitanya Bharathi Institute of Technology,22ADE12,BIG DATA ANALYTICS,"Introduction to Big Data: Introduction, Big Data Enabling Technologies, Hadoop Stack for Big Data. The Hadoop Distributed Files system: Overview, The Design of HDFS, HDFS Concepts, The Command-Line Interface, Hadoop File systems. MapReduce: Overview, Developing a MapReduce Application, How MapReduce works, MapReduce Types and Formats, MapReduce Features, MapReduce Examples. , Pig: Generating Examples, Comparison with Databases, Pig Latin, User-Defined Functions, Data Processing Operators, Pig in Practice. Hive: Comparison with Traditional Databases, HiveQL, Tables, Querying Data, User- Defined Functions, Writing a User Defined Functions, Writing a User Defined Aggregate Function. , Parallel programming with Spark: Overview of Spark, Fundamentals of Scala and functional programming, Spark concepts - Resilient Distributed Datasets (RDD), creating RDDs, Basic Transformations, Basic Actions, Word Count example; Spark operations, Job execution, Spark Applications : Cluster computing with working sets. Spark SQL: What is SQL, Big Data and SQL: Spark SQL, Creating DataFrames, Dataframes Operations, How to Run Spark SQL Queries, Tables, Views, Databases, Select Statements. With effect from AY 2024-25 , Machine Learning with Spark: Designing a Machine Learning System, Obtaining, Processing and Preparing Data with Spark, Building a Recommendation Engine with Spark, Building a Classification Model with Spark, Building a Regression Model with Spark and Building a Clustering Model with Spark. Spark GraphX & Graph Analytics: GraphX : Introduction, Graphs in Machine Learning Landscape, Graph-structured data, PageRank, Graph Analytics: Property Graphs, Graph Operators, Distributed Graphs, GraphX Unified Analytics; Case Study: Flight Data Analysis using Spark GraphX. , Streaming: Introduction to Stream Processing, Batch processing vs. stream processing, Spark structured streaming API, use case using Spark streaming. Apache Kafka Fundamentals: Architecture, Brokers, Topics, Partitions, Producers, Consumers, Kafka Connect and Kafka Streams. Advanced Kafka Features: xactly-Once Semantics, Kafka Transactions, Tiered Storage, Integrating Kafka with Apache Spark and Apache Flink, Integrating Kafka with Spark Streaming, Real-time Analytics Use Cases with Kafka such as Fraud Detection, Clickstream Analysis, Real-time Monitoring."
Chaitanya Bharathi Institute of Technology,22CAE17,IMAGE PROCESSING,"Fundamentals of Image Processing: Introduction, examples, fundamental steps, components, elements of visual perception, light and electromagnetic spectrum, image sensing and acquisition, image sampling and quantization, basic relationships between pixels. Intensity Transformations and Spatial Filtering: Background, some basic intensity transformation functions, histogram processing, fundamentals of spatial filtering, smoothing spatial filters, sharpening spatial filters, combining spatial enhancement methods. , Filtering in the Frequency Domain: Background, preliminary concepts, sampling and Fourier transform of sampled functions, discrete Fourier transform (DFT) of one variable, extension to functions of two variables, some properties of the 2-D discrete Fourier transform, basics of filtering in the frequency domain, image smoothing, image sharpening, homo- morphic filtering. , Image Restoration: Noise models, restoration in the presence of noise only-spatial filtering,periodic noise reduction by frequency domain filtering, linear degradation, position-invariant degradation, estimating the degradation function, inverse filtering, minimum mean square error filtering, constrained least squares filtering, geometric mean filter. With effect from AY 2024-25 , Wavelets and Multi Resolution Processing: Background, multi-resolution expansions, wavelet transforms in one dimension, the fast wavelet transform, wavelet transforms in two dimensions, wavelet packets. Image Compression: Fundamentals, image compression models, elements of information theory, error free compression, lossy compression, image compression standards. , Image Segmentation: Fundamentals, point, line and edge detection, thresholding, region-based segmentation, segmentation using morphological watersheds, the use of motion in segmentation. Morphological Image Processing: Preliminaries, erosion and dilation, opening and closing, the Hit-or-Miss transformation, some basic morphological algorithms, some basic gray-scale morphological algorithms."
Chaitanya Bharathi Institute of Technology,22CSE01,COMPUTER GRAPHICS AND MULTIMEDIA,"2D PRIMITIVES: Graphics systems, Algorithms for drawing 2D primitives-Line, Circle and Ellipse, Attributes of Output primitives, Applications of computer graphics. , 2D GRAPHICS: Two Dimensional Geometric Transformations, 2D Viewing, 2D Line Clipping, 2D Graphics design software-Inkscape, GIMP, Software. , 3D GRAPHICS: 3D concepts, Object representations, 3D geometric and modeling transformations, 3D Viewing, Visible Surface detection methods. , MULTIMEDIA: Multimedia Objects, Graphics and image data representations, Color Models, Compression techniques and standards, Storage and Retrieval technologies, Hypermedia. , ANIMATION: Animation and Modelling techniques in multimedia, Texture and Shading, Tweening and Morphing, Lightening and Rendering, Image editing and Manipulation, Interactive animation using authorized tools-Blender, Synfig, Adobe Animate."
Chaitanya Bharathi Institute of Technology,22CSE02,MICROPROCESSORS AND MICROCONTROLLERS,"8086 Architecture: Pin Diagram, Architecture, Internal operation, Machine language instructions, Addressing modes, Instruction formats, Instruction execution timing. Modular Programming: Macros, Directives and Operators, Linking and Relocation. , Assembler Language Programming: Branch instructions, Loop instructions, NOP and HLT, Flag manipulation instructions, Logical instructions, Shift and Rotate instructions. Byte and String Manipulation: String instructions, REP prefix. , Stacks and subroutines, interfacing peripherals - Basic interfacing concepts, interfacing output displays, interfacing input keyboards. Interrupts, Programmable Interrupt Controller (8259A), Direct Memory Access (DMA), DMA Controller (Intel 8257). , Interfaces: Programmable Peripheral Interface (Intel 8255 A), Programmable communication interface (Intel 8251), Programmable Interval Timer (Intel 8253 and 8254), Programmable Keyboard / Display controller (Intel 8279). With effect from AY 2024-25 , Introduction to microcontrollers, 8051 architecture, Instruction set, Addressing modes, programming techniques. Interfacing of LCD, Stepper motor, ADC and DAC."
Chaitanya Bharathi Institute of Technology,22CSE03,OPTIMIZATION TECHNIQUES,"Introduction to Operations Research: Basics definitions, objectives, models, application and limitations. Linear Programming (LP) - Mathematical Formulation of LP Problem (LPP), Graphical Method, Some Exceptional Cases, Simplex Method - Introduction, computational procedure, artificial variables technique - 2- phase method. , Linear Programming and Transportation Problem: Introduction, Mathematical Formulation of transportation Problem, Balanced / Unbalanced, Minimization / Maximization, Determination of the initial basic feasible solution using North-West Corner Rule, Least cost method and Vogels approximation method for balanced and unbalanced transportation problems. Optimality Test and obtaining of optimal solution using uv method, Steppingstone method. , Assignment And Sequencing Problem : Introduction, Mathematical Formulation of Assignment Problem, Hungarian method for optimal solution, solving unbalanced problem, Traveling salesman problem, Sequencing models, Solution of Sequencing Problem, Processing n Jobs through 2 Persons/Machines, Processing n Jobs through 3 Persons/Machines, Processing 2 Jobs through m Persons /machines, Processing n Jobs through m Persons /Machines. With effect from AY 2024-25 , Integer Programming Problem: Introduction, Types of Integer Programming Problems, Gomorys All-IPP Method, All IPP Algorithm, Branch and Bound Technique. Game and strategies: Introduction, Game with maximin-minimax principle (Pure Strategies), Game with Mixed Strategies, Dominance Property, Linear Programming Approach for Game Theory. , Construction of Network, Rules & Precautions, C.P.M. & P.E.R.T. Networks, Obtaining of Critical Path, Time estimates for activities, Probability of completion of project, Determination of floats."
Chaitanya Bharathi Institute of Technology,22ECO05,PRINCIPLES OF EMBEDDED SYSTEMS,"Embedded systems: Embedded systems vs General computing systems, Classifications, Applications areas, Processor embedded into a system, Processor selection for embedded system, embedded hardware units and devices in a system, Design metrics and Challenges in embedded system design. , Embedded Processors: PIC 18 Family Overview, Architecture, Instruction Set, Addressing modes, Timers and Interrupts of PIC 18. Capture/Compare and PWM modules of PIC 18. , Introduction to advanced processor architectures: ARM design philosophy. ARM data flow model, Register organization, Program Status Register, Pipeline, Introduction to exceptions. ARM instruction set, Introduction ARM cortex series, salient features. , Embedded System Design Cycle: Embedded system design and co-design issues in system development process, Design cycle in the development phase for an embedded system. Embedded software development tools: Host and Target machines, Linker/Locators for embedded software, embedded software into the target system. , Debugging tools and Applications: Integration and testing of embedded hardware, testing methods, Debugging techniques, Laboratory tools and target hardware debugging: Logic Analyzer, Simulator, Emulator and In-Circuit Emulator, IDE. With effect from AY 2024-25 Case Studies: Design of Embedded Systems using Microcontrollers for applications in the area of communications and automotives. (GSM/GPRS, CAN, Zigbee)."
Chaitanya Bharathi Institute of Technology,22CHO04,ENVIRONMENTAL AND SUSTAINABLE DEVELOPMENT,"es associated with promoting sustainable habitats such as sustainable cities, sustainable transport, sustainable sources of energy conventional and sustainable materials for green buildings 5. Understand and evaluate the industrial processes through the principles of industrial ecology and industrial symbiosis. CO-PO Articulation Matrix PO/PSO PO PO PO PO PO PO PO PO PO PO PO PSO PSO PSO CO 1 2 3 4 5 6 7 8 9 10 11 1 2 3 CO 1 2 1 3 1 1 3 2 1 1 1 3 - - - CO 2 2 2 3 2 1 3 2 1 1 1 3 - - - CO 3 2 1 3 1 2 3 2 1 2 1 3 - - - CO 4 3 1 3 3 1 3 2 2 1 1 3 - - - CO 5 3 3 3 1 2 3 2 1 1 2 3 - - - , Introduction of sustainability- Need and concept of Sustainable Engineering, Social-environmental and economic sustainability concepts, Sustainable development and challenges, Sustainable Development Goals, Environmental acts and protocols Clean Development Mechanism (CDM). , Economic and social factors affecting sustainability, Effects of pollution from natural sources, Solid waste- sources, impacts, 4R (Reduce, Reuse, Recycling, Recover) concept, Ozone layer depletion, Global warming, Tools used to ensure sustainability in engineering activities such as environmental management systems and environmental impact assessment studies. , Global, Regional and Local environmental issues, Carbon credits and Carbon trading, Carbon foot print, Environmental management standards, ISO 14000 series, Life cycle Analysis (LCA)-scope and goal, Procedures of EIA (Environment Impact Assessment) in India. With effect from AY 2024-25 , Basic concept of sustainable habitat-Sustainable cities, Sustainable transport, Sustainable sources of energy conventional and renewable sources, Green Engineering: Green buildings, Green materials for sustainable design, Methods for increasing energy efficiencies of buildings. , Technology and sustainable development, Sustainable urbanization, Industrialization and poverty reduction, Social and Technological change, Industrial processes-material selection, Pollution prevention, Industrial ecology, Industrial symbiosis."
Chaitanya Bharathi Institute of Technology,22CSI02,INDUSTRIAL,"es to learn, make them to understand and sharpen them to the real time technical/ managerial skills required at the job. 3. Expose with the current technological developments relevant to program domain. 4. Understand Engineers responsibilities and ethics. 5. Opportunity to interact with the people of industry/society to understand the real conditions."
